id,nombre,apellido
1195,Jesús,Imanol
1196,Erik,Iñaki
1197,Amir,Ipar
1198,Jaime,Irai
1199,Ian,Iren
1200,Rubén,Izan
1201,Aarón,Izei
1202,Iván,Jon
1203,Pau,Jeino
1204,Víctor,Joritz
1205,Guillermo,Josu
1206,Luis,Julen
1207,Mohamed,Jurgi
1208,Pedro,Kai
1209,Julen,Kasi
1210,Unai,Kauldi
1211,Rafael,Kutun
1212,Santiago,Lain
1213,Saúl,Luken
1214,Alberto,Maide
1215,Noah,Mairu
1216,Aitor,Maren
1217,Joel,Markel
1218,Nil,Martitz
1219,Jan,Mikel
1220,Pol,Negu
1221,Raúl,Neketi
1222,Matías,Nikanor
1223,Martí,Odei
1224,Fernando,Oier
1225,Andrés,Oihan
1226,Rayan,Orentzi
1227,Alonso,Orixe
1228,Ismael,Ortzadar
1229,Asier,Ostertz
1230,Biel,Paken
1231,Ander,Patxi
1232,Aleix,Roke
1233,Axel,Sanduru
1234,Alan,Semenko
1235,Ignacio,Sendoa
1236,Fabio,Silban
1237,Neizan,Sukil
1238,Jon,Todor
1239,Teo,Txarles
1240,Isaac,Ugutz
1241,Arnau,Uhaitz
1242,Luka,Unai
1243,Max,Untzalu
1244,Imran,Urtzi
1245,Youssef,Uztai
1246,Anas,Xabier
1247,Elías,Zuhaitz
1248,Juan,Zuri
1249,Maria,Zuzen
1250,Luis,Perez
1251,Ana,Gomez
1252,Hugo,Rodriguez
1253,Mateo,Fernandez
1254,Martín,Abaigar
1255,Lucas,Adei
1256,Leo,Adur
1257,Daniel,Adiran
1258,Alejandro,Aimar
1259,Manuel,Aitor
1260,Pablo,Andoni
1261,Álvaro,Ander
1262,Adrián,Antxon
1263,Enzo,Amets
1264,Mario,Aratz
1265,Diego,Argi
1266,David,Aritz
1267,Oliver,Asier
1268,Marcos,Balkoe
1269,Thiago,Baltz
1270,Marco,Bazkoare
1271,Álex,Beltso
1272,Javier,Bernat
1273,Izan,Beñat
1274,Bruno,Bikendi
1275,Miguel,Biktor
1276,Antonio,Bizen
1277,Gonzalo,Dabi
1278,Liam,Dari
1279,Gael,Damen
1280,Marc,Diagur
1281,Carlos,Dunixi
1282,Juan,Eako
1283,Ángel,Eder
1284,Dylan,Edorta
1285,Nicolás,Edur
1286,José,Eki
1287,Sergio,Ekaitz
1288,Gabriel,Eladi
1289,Luca,Elixi
1290,Jorge,Eloi
1291,Darío,Emiri
1292,Íker,Eneko
1293,Samuel,Endrike
1294,Eric,Eritz
1295,Adam,Etor
1296,Héctor,Euken
1297,Francisco,Ferran
1298,Rodrigo,Frantzisko
1299,Jesús,Ganiz
1300,Erik,Gari
1301,Amir,Gentzen
1302,Jaime,Gergori
1303,Ian,Gilem
1304,Rubén,Gizon
1305,Aarón,Goiznabar
1306,Iván,Gontzal
1307,Pau,Gorka
1308,Víctor,Grazian
1309,Guillermo,Guren
1310,Luis,Haize
1311,Mohamed,Haran
1312,Pedro,Haritz
1313,Julen,Heiko
1314,Unai,Hodei
1315,Rafael,Ibai
1316,Santiago,Ibar
1317,Saúl,Igon
1318,Alberto,Igor
1319,Noah,Iker
1320,Aitor,Imanol
1321,Joel,Iñaki
1322,Nil,Ipar
1323,Jan,Irai
1324,Pol,Iren
1325,Raúl,Izan
1326,Matías,Izei
1327,Martí,Jon
1328,Fernando,Jeino
1329,Andrés,Joritz
1330,Rayan,Josu
1331,Alonso,Julen
1332,Ismael,Jurgi
1333,Asier,Kai
1334,Biel,Kasi
1335,Ander,Kauldi
1336,Aleix,Kutun
1337,Axel,Lain
1338,Alan,Luken
1339,Ignacio,Maide
1340,Fabio,Mairu
1341,Neizan,Maren
1342,Jon,Markel
1343,Teo,Martitz
1344,Isaac,Mikel
1345,Arnau,Negu
1346,Luka,Neketi
1347,Max,Nikanor
1348,Imran,Odei
1349,Youssef,Oier
1350,Anas,Oihan
1351,Elías,Orentzi
1352,Juan,Orixe
1353,Maria,Ortzadar
1354,Luis,Ostertz
1355,Ana,Paken
1356,Hugo,Patxi
1357,Mateo,Roke
1358,Martín,Sanduru
1359,Lucas,Semenko
1360,Leo,Sendoa
1361,Daniel,Silban
1362,Alejandro,Sukil
1363,Manuel,Todor
1364,Pablo,Txarles
1365,Álvaro,Ugutz
1366,Adrián,Uhaitz
1367,Enzo,Unai
1368,Mario,Untzalu
1369,Diego,Urtzi
1370,David,Uztai
1371,Oliver,Xabier
1372,Marcos,Zuhaitz
1373,Thiago,Zuri
1374,Marco,Zuzen
1375,Álex,Perez
1376,Javier,Gomez
1377,Izan,Rodriguez
1378,Bruno,Fernandez
1379,Miguel,Abaigar
1380,Antonio,Adei
1381,Gonzalo,Adur
1382,Liam,Adiran
1383,Gael,Aimar
1384,Marc,Aitor
1385,Carlos,Andoni
1386,Juan,Ander
1387,Ángel,Antxon
1388,Dylan,Amets
1389,Nicolás,Aratz
1390,José,Argi
1391,Sergio,Aritz
1392,Gabriel,Asier
1393,Luca,Balkoe
1394,Jorge,Baltz
1395,Darío,Bazkoare
1396,Íker,Beltso
1397,Samuel,Bernat
1398,Eric,Beñat
1399,Adam,Bikendi
1400,Héctor,Biktor
1401,Francisco,Bizen
1402,Rodrigo,Dabi
1403,Jesús,Dari
1404,Erik,Damen
1405,Amir,Diagur
1406,Jaime,Dunixi
1407,Ian,Eako
1408,Rubén,Eder
1409,Aarón,Edorta
1410,Iván,Edur
1411,Pau,Eki
1412,Víctor,Ekaitz
1413,Guillermo,Eladi
1414,Luis,Elixi
1415,Mohamed,Eloi
1416,Pedro,Emiri
1417,Julen,Eneko
1418,Unai,Endrike
1419,Rafael,Eritz
1420,Santiago,Etor
1421,Saúl,Euken
1422,Alberto,Ferran
1423,Noah,Frantzisko
1424,Aitor,Ganiz
1425,Joel,Gari
1426,Nil,Gentzen
1427,Jan,Gergori
1428,Pol,Gilem
1429,Raúl,Gizon
1430,Matías,Goiznabar
1431,Martí,Gontzal
1432,Fernando,Gorka
1433,Andrés,Grazian
1434,Rayan,Guren
1435,Alonso,Haize
1436,Ismael,Haran
1437,Asier,Haritz
1438,Biel,Heiko
1439,Ander,Hodei
1440,Aleix,Ibai
1441,Axel,Ibar
1442,Alan,Igon
1443,Ignacio,Igor
1444,Fabio,Iker
1445,Neizan,Imanol
1446,Jon,Iñaki
1447,Teo,Ipar
1448,Isaac,Irai
1449,Arnau,Iren
1450,Luka,Izan
1451,Max,Izei
1452,Imran,Jon
1453,Youssef,Jeino
1454,Anas,Joritz
1455,Elías,Josu
1456,Juan,Julen
1457,Maria,Jurgi
1458,Luis,Kai
1459,Ana,Kasi
1460,Hugo,Kauldi
1461,Mateo,Kutun
1462,Martín,Lain
1463,Lucas,Luken
1464,Leo,Maide
1465,Daniel,Mairu
1466,Alejandro,Maren
1467,Manuel,Markel
1468,Pablo,Martitz
1469,Álvaro,Mikel
1470,Adrián,Negu
1471,Enzo,Neketi
1472,Mario,Nikanor
1473,Diego,Odei
1474,David,Oier
1475,Oliver,Oihan
1476,Marcos,Orentzi
1477,Thiago,Orixe
1478,Marco,Ortzadar
1479,Álex,Ostertz
1480,Javier,Paken
1481,Izan,Patxi
1482,Bruno,Roke
1483,Miguel,Sanduru
1484,Antonio,Semenko
1485,Gonzalo,Sendoa
1486,Liam,Silban
1487,Gael,Sukil
1488,Marc,Todor
1489,Carlos,Txarles
1490,Juan,Ugutz
1491,Ángel,Uhaitz
1492,Dylan,Unai
1493,Nicolás,Untzalu
1494,José,Urtzi
1495,Sergio,Uztai
1496,Gabriel,Xabier
1497,Luca,Zuhaitz
1498,Jorge,Zuri
1499,Darío,Zuzen
1500,Íker,Perez
1501,Samuel,Gomez
1502,Eric,Rodriguez
1503,Adam,Fernandez
1504,Héctor,Abaigar
1505,Francisco,Adei
1506,Rodrigo,Adur
1507,Jesús,Adiran
1508,Erik,Aimar
1509,Amir,Aitor
1510,Jaime,Andoni
1511,Ian,Ander
1512,Rubén,Antxon
1513,Aarón,Amets
1514,Iván,Aratz
1515,Pau,Argi
1516,Víctor,Aritz
1517,Guillermo,Asier
1518,Luis,Balkoe
1519,Mohamed,Baltz
1520,Pedro,Bazkoare
1521,Julen,Beltso
1522,Unai,Bernat
1523,Rafael,Beñat
1524,Santiago,Bikendi
1525,Saúl,Biktor
1526,Alberto,Bizen
1527,Noah,Dabi
1528,Aitor,Dari
1529,Joel,Damen
1530,Nil,Diagur
1531,Jan,Dunixi
1532,Pol,Eako
1533,Raúl,Eder
1534,Matías,Edorta
1535,Martí,Edur
1536,Fernando,Eki
1537,Andrés,Ekaitz
1538,Rayan,Eladi
1539,Alonso,Elixi
1540,Ismael,Eloi
1541,Asier,Emiri
1542,Biel,Eneko
1543,Ander,Endrike
1544,Aleix,Eritz
1545,Axel,Etor
1546,Alan,Euken
1547,Ignacio,Ferran
1548,Fabio,Frantzisko
1549,Neizan,Ganiz
1550,Jon,Gari
1551,Teo,Gentzen
1552,Isaac,Gergori
1553,Arnau,Gilem
1554,Luka,Gizon
1555,Max,Goiznabar
1556,Imran,Gontzal
1557,Youssef,Gorka
1558,Anas,Grazian
1559,Elías,Guren
1560,Juan,Haize
1561,Maria,Haran
1562,Luis,Haritz
1563,Ana,Heiko
1564,Hugo,Hodei
1565,Mateo,Ibai
1566,Martín,Ibar
1567,Lucas,Igon
1568,Leo,Igor
1569,Daniel,Iker
1570,Alejandro,Imanol
1571,Manuel,Iñaki
1572,Pablo,Ipar
1573,Álvaro,Irai
1574,Adrián,Iren
1575,Enzo,Izan
1576,Mario,Izei
1577,Diego,Jon
1578,David,Jeino
1579,Oliver,Joritz
1580,Marcos,Josu
1581,Thiago,Julen
1582,Marco,Jurgi
1583,Álex,Kai
1584,Javier,Kasi
1585,Izan,Kauldi
1586,Bruno,Kutun
1587,Miguel,Lain
1588,Antonio,Luken
1589,Gonzalo,Maide
1590,Liam,Mairu
1591,Gael,Maren
1592,Marc,Markel
1593,Carlos,Martitz
1594,Juan,Mikel
1595,Ángel,Negu
1596,Dylan,Neketi
1597,Nicolás,Nikanor
1598,José,Odei
1599,Sergio,Oier
1600,Gabriel,Oihan
1601,Luca,Orentzi
1602,Jorge,Orixe
1603,Darío,Ortzadar
1604,Íker,Ostertz
1605,Samuel,Paken
1606,Eric,Patxi
1607,Adam,Roke
1608,Héctor,Sanduru
1609,Francisco,Semenko
1610,Rodrigo,Sendoa
1611,Jesús,Silban
1612,Erik,Sukil
1613,Amir,Todor
1614,Jaime,Txarles
1615,Ian,Ugutz
1616,Rubén,Uhaitz
1617,Aarón,Unai
1618,Iván,Untzalu
1619,Pau,Urtzi
1620,Víctor,Uztai
1621,Guillermo,Xabier
1622,Luis,Zuhaitz
1623,Mohamed,Zuri
1624,Pedro,Zuzen
1625,Julen,Perez
1626,Unai,Gomez
1627,Rafael,Rodriguez
1628,Santiago,Fernandez
1629,Saúl,Abaigar
1630,Alberto,Adei
1631,Noah,Adur
1632,Aitor,Adiran
1633,Joel,Aimar
1634,Nil,Aitor
1635,Jan,Andoni
1636,Pol,Ander
1637,Raúl,Antxon
1638,Matías,Amets
1639,Martí,Aratz
1640,Fernando,Argi
1641,Andrés,Aritz
1642,Rayan,Asier
1643,Alonso,Balkoe
1644,Ismael,Baltz
1645,Asier,Bazkoare
1646,Biel,Beltso
1647,Ander,Bernat
1648,Aleix,Beñat
1649,Axel,Bikendi
1650,Alan,Biktor
1651,Ignacio,Bizen
1652,Fabio,Dabi
1653,Neizan,Dari
1654,Jon,Damen
1655,Teo,Diagur
1656,Isaac,Dunixi
1657,Arnau,Eako
1658,Luka,Eder
1659,Max,Edorta
1660,Imran,Edur
1661,Youssef,Eki
1662,Anas,Ekaitz
1663,Elías,Eladi
1664,Juan,Elixi
1665,Maria,Eloi
1666,Luis,Emiri
1667,Ana,Eneko
1668,Hugo,Endrike
1669,Mateo,Eritz
1670,Martín,Etor
1671,Lucas,Euken
1672,Leo,Ferran
1673,Daniel,Frantzisko
1674,Alejandro,Ganiz
1675,Manuel,Gari
1676,Pablo,Gentzen
1677,Álvaro,Gergori
1678,Adrián,Gilem
1679,Enzo,Gizon
1680,Mario,Goiznabar
1681,Diego,Gontzal
1682,David,Gorka
1683,Oliver,Grazian
1684,Marcos,Guren
1685,Thiago,Haize
1686,Marco,Haran
1687,Álex,Haritz
1688,Javier,Heiko
1689,Izan,Hodei
1690,Bruno,Ibai
1691,Miguel,Ibar
1692,Antonio,Igon
1693,Gonzalo,Igor
1694,Liam,Iker
1695,Gael,Imanol
1696,Marc,Iñaki
1697,Carlos,Ipar
1698,Juan,Irai
1699,Ángel,Iren
1700,Dylan,Izan
1701,Nicolás,Izei
1702,José,Jon
1703,Sergio,Jeino
1704,Gabriel,Joritz
1705,Luca,Josu
1706,Jorge,Julen
1707,Darío,Jurgi
1708,Íker,Kai
1709,Samuel,Kasi
1710,Eric,Kauldi
1711,Adam,Kutun
1712,Héctor,Lain
1713,Francisco,Luken
1714,Rodrigo,Maide
1715,Jesús,Mairu
1716,Erik,Maren
1717,Amir,Markel
1718,Jaime,Martitz
1719,Ian,Mikel
1720,Rubén,Negu
1721,Aarón,Neketi
1722,Iván,Nikanor
1723,Pau,Odei
1724,Víctor,Oier
1725,Guillermo,Oihan
1726,Luis,Orentzi
1727,Mohamed,Orixe
1728,Pedro,Ortzadar
1729,Julen,Ostertz
1730,Unai,Paken
1731,Rafael,Patxi
1732,Santiago,Roke
1733,Saúl,Sanduru
1734,Alberto,Semenko
1735,Noah,Sendoa
1736,Aitor,Silban
1737,Joel,Sukil
1738,Nil,Todor
1739,Jan,Txarles
1740,Pol,Ugutz
1741,Raúl,Uhaitz
1742,Matías,Unai
1743,Martí,Untzalu
1744,Fernando,Urtzi
1745,Andrés,Uztai
1746,Rayan,Xabier
1747,Alonso,Zuhaitz
1748,Ismael,Zuri
1749,Asier,Zuzen
1750,Biel,Perez
1751,Ander,Gomez
1752,Aleix,Rodriguez
1753,Axel,Fernandez
1754,Alan,Abaigar
1755,Ignacio,Adei
1756,Fabio,Adur
1757,Neizan,Adiran
1758,Jon,Aimar
1759,Teo,Aitor
1760,Isaac,Andoni
1761,Arnau,Ander
1762,Luka,Antxon
1763,Max,Amets
1764,Imran,Aratz
1765,Youssef,Argi
1766,Anas,Aritz
1767,Elías,Asier
1768,Juan,Balkoe
1769,Maria,Baltz
1770,Luis,Bazkoare
1771,Ana,Beltso
1772,Hugo,Bernat
1773,Mateo,Beñat
1774,Martín,Bikendi
1775,Lucas,Biktor
1776,Leo,Bizen
1777,Daniel,Dabi
1778,Alejandro,Dari
1779,Manuel,Damen
1780,Pablo,Diagur
1781,Álvaro,Dunixi
1782,Adrián,Eako
1783,Enzo,Eder
1784,Mario,Edorta
1785,Diego,Edur
1786,David,Eki
1787,Oliver,Ekaitz
1788,Marcos,Eladi
1789,Thiago,Elixi
1790,Marco,Eloi
1791,Álex,Emiri
1792,Javier,Eneko
1793,Izan,Endrike
1794,Bruno,Eritz
1795,Miguel,Etor
1796,Antonio,Euken
1797,Gonzalo,Ferran
1798,Liam,Frantzisko
1799,Gael,Ganiz
1800,Marc,Gari
1801,Carlos,Gentzen
1802,Juan,Gergori
1803,Ángel,Gilem
1804,Dylan,Gizon
1805,Nicolás,Goiznabar
1806,José,Gontzal
1807,Sergio,Gorka
1808,Gabriel,Grazian
1809,Luca,Guren
1810,Jorge,Haize
1811,Darío,Haran
1812,Íker,Haritz
1813,Samuel,Heiko
1814,Eric,Hodei
1815,Adam,Ibai
1816,Héctor,Ibar
1817,Francisco,Igon
1818,Rodrigo,Igor
1819,Jesús,Iker
1820,Erik,Imanol
1821,Amir,Iñaki
1822,Jaime,Ipar
1823,Ian,Irai
1824,Rubén,Iren
1825,Aarón,Izan
1826,Iván,Izei
1827,Pau,Jon
1828,Víctor,Jeino
1829,Guillermo,Joritz
1830,Luis,Josu
1831,Mohamed,Julen
1832,Pedro,Jurgi
1833,Julen,Kai
1834,Unai,Kasi
1835,Rafael,Kauldi
1836,Santiago,Kutun
1837,Saúl,Lain
1838,Alberto,Luken
1839,Noah,Maide
1840,Aitor,Mairu
1841,Joel,Maren
1842,Nil,Markel
1843,Jan,Martitz
1844,Pol,Mikel
1845,Raúl,Negu
1846,Matías,Neketi
1847,Martí,Nikanor
1848,Fernando,Odei
1849,Andrés,Oier
1850,Rayan,Oihan
1851,Alonso,Orentzi
1852,Ismael,Orixe
1853,Asier,Ortzadar
1854,Biel,Ostertz
1855,Ander,Paken
1856,Aleix,Patxi
1857,Axel,Roke
1858,Alan,Sanduru
1859,Ignacio,Semenko
1860,Fabio,Sendoa
1861,Neizan,Silban
1862,Jon,Sukil
1863,Teo,Todor
1864,Isaac,Txarles
1865,Arnau,Ugutz
1866,Luka,Uhaitz
1867,Max,Unai
1868,Imran,Untzalu
1869,Youssef,Urtzi
1870,Anas,Uztai
1871,Elías,Xabier
1872,Juan,Zuhaitz
1873,Maria,Zuri
1874,Luis,Zuzen
1875,Ana,Perez
1876,Hugo,Gomez
1877,Mateo,Rodriguez
1878,Martín,Fernandez
1879,Lucas,Abaigar
1880,Leo,Adei
1881,Daniel,Adur
1882,Alejandro,Adiran
1883,Manuel,Aimar
1884,Pablo,Aitor
1885,Álvaro,Andoni
1886,Adrián,Ander
1887,Enzo,Antxon
1888,Mario,Amets
1889,Diego,Aratz
1890,David,Argi
1891,Oliver,Aritz
1892,Marcos,Asier
1893,Thiago,Balkoe
1894,Marco,Baltz
1895,Álex,Bazkoare
1896,Javier,Beltso
1897,Izan,Bernat
1898,Bruno,Beñat
1899,Miguel,Bikendi
1900,Antonio,Biktor
1901,Gonzalo,Bizen
1902,Liam,Dabi
1903,Gael,Dari
1904,Marc,Damen
1905,Carlos,Diagur
1906,Juan,Dunixi
1907,Ángel,Eako
1908,Dylan,Eder
1909,Nicolás,Edorta
1910,José,Edur
1911,Sergio,Eki
1912,Gabriel,Ekaitz
1913,Luca,Eladi
1914,Jorge,Elixi
1915,Darío,Eloi
1916,Íker,Emiri
1917,Samuel,Eneko
1918,Eric,Endrike
1919,Adam,Eritz
1920,Héctor,Etor
1921,Francisco,Euken
1922,Rodrigo,Ferran
1923,Jesús,Frantzisko
1924,Erik,Ganiz
1925,Amir,Gari
1926,Jaime,Gentzen
1927,Ian,Gergori
1928,Rubén,Gilem
1929,Aarón,Gizon
1930,Iván,Goiznabar
1931,Pau,Gontzal
1932,Víctor,Gorka
1933,Guillermo,Grazian
1934,Luis,Guren
1935,Mohamed,Haize
1936,Pedro,Haran
1937,Julen,Haritz
1938,Unai,Heiko
1939,Rafael,Hodei
1940,Santiago,Ibai
1941,Saúl,Ibar
1942,Alberto,Igon
1943,Noah,Igor
1944,Aitor,Iker
1945,Joel,Imanol
1946,Nil,Iñaki
1947,Jan,Ipar
1948,Pol,Irai
1949,Raúl,Iren
1950,Matías,Izan
1951,Martí,Izei
1952,Fernando,Jon
1953,Andrés,Jeino
1954,Rayan,Joritz
1955,Alonso,Josu
1956,Ismael,Julen
1957,Asier,Jurgi
1958,Biel,Kai
1959,Ander,Kasi
1960,Aleix,Kauldi
1961,Axel,Kutun
1962,Alan,Lain
1963,Ignacio,Luken
1964,Fabio,Maide
1965,Neizan,Mairu
1966,Jon,Maren
1967,Teo,Markel
1968,Isaac,Martitz
1969,Arnau,Mikel
1970,Luka,Negu
1971,Max,Neketi
1972,Imran,Nikanor
1973,Youssef,Odei
1974,Anas,Oier
1975,Elías,Oihan
1976,Juan,Orentzi
1977,Maria,Orixe
1978,Luis,Ortzadar
1979,Ana,Ostertz
1980,Hugo,Paken
1981,Mateo,Patxi
1982,Martín,Roke
1983,Lucas,Sanduru
1984,Leo,Semenko
1985,Daniel,Sendoa
1986,Alejandro,Silban
1987,Manuel,Sukil
1988,Pablo,Todor
1989,Álvaro,Txarles
1990,Adrián,Ugutz
1991,Enzo,Uhaitz
1992,Mario,Unai
1993,Diego,Untzalu
1994,David,Urtzi
1995,Oliver,Uztai
1996,Marcos,Xabier
1997,Thiago,Zuhaitz
1998,Marco,Zuri
1999,Álex,Zuzen
2000,Javier,Perez
2001,Izan,Gomez
2002,Bruno,Rodriguez
2003,Miguel,Fernandez
2004,Antonio,Abaigar
2005,Gonzalo,Adei
2006,Liam,Adur
2007,Gael,Adiran
2008,Marc,Aimar
2009,Carlos,Aitor
2010,Juan,Andoni
2011,Ángel,Ander
2012,Dylan,Antxon
2013,Nicolás,Amets
2014,José,Aratz
2015,Sergio,Argi
2016,Gabriel,Aritz
2017,Luca,Asier
2018,Jorge,Balkoe
2019,Darío,Baltz
2020,Íker,Bazkoare
2021,Samuel,Beltso
2022,Eric,Bernat
2023,Adam,Beñat
2024,Héctor,Bikendi
2025,Francisco,Biktor
2026,Rodrigo,Bizen
2027,Jesús,Dabi
2028,Erik,Dari
2029,Amir,Damen
2030,Jaime,Diagur
2031,Ian,Dunixi
2032,Rubén,Eako
2033,Aarón,Eder
2034,Iván,Edorta
2035,Pau,Edur
2036,Víctor,Eki
2037,Guillermo,Ekaitz
2038,Luis,Eladi
2039,Mohamed,Elixi
2040,Pedro,Eloi
2041,Julen,Emiri
2042,Unai,Eneko
2043,Rafael,Endrike
2044,Santiago,Eritz
2045,Saúl,Etor
2046,Alberto,Euken
2047,Noah,Ferran
2048,Aitor,Frantzisko
2049,Joel,Ganiz
2050,Nil,Gari
2051,Jan,Gentzen
2052,Pol,Gergori
2053,Raúl,Gilem
2054,Matías,Gizon
2055,Martí,Goiznabar
2056,Fernando,Gontzal
2057,Andrés,Gorka
2058,Rayan,Grazian
2059,Alonso,Guren
2060,Ismael,Haize
2061,Asier,Haran
2062,Biel,Haritz
2063,Ander,Heiko
2064,Aleix,Hodei
2065,Axel,Ibai
2066,Alan,Ibar
2067,Ignacio,Igon
2068,Fabio,Igor
2069,Neizan,Iker
2070,Jon,Imanol
2071,Teo,Iñaki
2072,Isaac,Ipar
2073,Arnau,Irai
2074,Luka,Iren
2075,Max,Izan
2076,Imran,Izei
2077,Youssef,Jon
2078,Anas,Jeino
2079,Elías,Joritz
2080,Juan,Josu
2081,Maria,Julen
2082,Luis,Jurgi
2083,Ana,Kai
2084,Hugo,Kasi
2085,Mateo,Kauldi
2086,Martín,Kutun
2087,Lucas,Lain
2088,Leo,Luken
2089,Daniel,Maide
2090,Alejandro,Mairu
2091,Manuel,Maren
2092,Pablo,Markel
2093,Álvaro,Martitz
2094,Adrián,Mikel
2095,Enzo,Negu
2096,Mario,Neketi
2097,Diego,Nikanor
2098,David,Odei
2099,Oliver,Oier
2100,Marcos,Oihan
2101,Thiago,Orentzi
2102,Marco,Orixe
2103,Álex,Ortzadar
2104,Javier,Ostertz
2105,Izan,Paken
2106,Bruno,Patxi
2107,Miguel,Roke
2108,Antonio,Sanduru
2109,Gonzalo,Semenko
2110,Liam,Sendoa
2111,Gael,Silban
2112,Marc,Sukil
2113,Carlos,Todor
2114,Juan,Txarles
2115,Ángel,Ugutz
2116,Dylan,Uhaitz
2117,Nicolás,Unai
2118,José,Untzalu
2119,Sergio,Urtzi
2120,Gabriel,Uztai
2121,Luca,Xabier
2122,Jorge,Zuhaitz
2123,Darío,Zuri
2124,Íker,Zuzen
2125,Samuel,Perez
2126,Eric,Gomez
2127,Adam,Rodriguez
2128,Héctor,Fernandez
2129,Francisco,Abaigar
2130,Rodrigo,Adei
2131,Jesús,Adur
2132,Erik,Adiran
2133,Amir,Aimar
2134,Jaime,Aitor
2135,Ian,Andoni
2136,Rubén,Ander
2137,Aarón,Antxon
2138,Iván,Amets
2139,Pau,Aratz
2140,Víctor,Argi
2141,Guillermo,Aritz
2142,Luis,Asier
2143,Mohamed,Balkoe
2144,Pedro,Baltz
2145,Julen,Bazkoare
2146,Unai,Beltso
2147,Rafael,Bernat
2148,Santiago,Beñat
2149,Saúl,Bikendi
2150,Alberto,Biktor
2151,Noah,Bizen
2152,Aitor,Dabi
2153,Joel,Dari
2154,Nil,Damen
2155,Jan,Diagur
2156,Pol,Dunixi
2157,Raúl,Eako
2158,Matías,Eder
2159,Martí,Edorta
2160,Fernando,Edur
2161,Andrés,Eki
2162,Rayan,Ekaitz
2163,Alonso,Eladi
2164,Ismael,Elixi
2165,Asier,Eloi
2166,Biel,Emiri
2167,Ander,Eneko
2168,Aleix,Endrike
2169,Axel,Eritz
2170,Alan,Etor
2171,Ignacio,Euken
2172,Fabio,Ferran
2173,Neizan,Frantzisko
2174,Jon,Ganiz
2175,Teo,Gari
2176,Isaac,Gentzen
2177,Arnau,Gergori
2178,Luka,Gilem
2179,Max,Gizon
2180,Imran,Goiznabar
2181,Youssef,Gontzal
2182,Anas,Gorka
2183,Elías,Grazian
2184,Juan,Guren
2185,Maria,Haize
2186,Luis,Haran
2187,Ana,Haritz
2188,Hugo,Heiko
2189,Mateo,Hodei
2190,Martín,Ibai
2191,Lucas,Ibar
2192,Leo,Igon
2193,Daniel,Igor
2194,Alejandro,Iker
2195,Manuel,Imanol
2196,Pablo,Iñaki
2197,Álvaro,Ipar
2198,Adrián,Irai
2199,Enzo,Iren
2200,Mario,Izan
2201,Diego,Izei
2202,David,Jon
2203,Oliver,Jeino
2204,Marcos,Joritz
2205,Thiago,Josu
2206,Marco,Julen
2207,Álex,Jurgi
2208,Javier,Kai
2209,Izan,Kasi
2210,Bruno,Kauldi
2211,Miguel,Kutun
2212,Antonio,Lain
2213,Gonzalo,Luken
2214,Liam,Maide
2215,Gael,Mairu
2216,Marc,Maren
2217,Carlos,Markel
2218,Juan,Martitz
2219,Ángel,Mikel
2220,Dylan,Negu
2221,Nicolás,Neketi
2222,José,Nikanor
2223,Sergio,Odei
2224,Gabriel,Oier
2225,Luca,Oihan
2226,Jorge,Orentzi
2227,Darío,Orixe
2228,Íker,Ortzadar
2229,Samuel,Ostertz
2230,Eric,Paken
2231,Adam,Patxi
2232,Héctor,Roke
2233,Francisco,Sanduru
2234,Rodrigo,Semenko
2235,Jesús,Sendoa
2236,Erik,Silban
2237,Amir,Sukil
2238,Jaime,Todor
2239,Ian,Txarles
2240,Rubén,Ugutz
2241,Aarón,Uhaitz
2242,Iván,Unai
2243,Pau,Untzalu
2244,Víctor,Urtzi
2245,Guillermo,Uztai
2246,Luis,Xabier
2247,Mohamed,Zuhaitz
2248,Pedro,Zuri
2249,Julen,Zuzen
2250,Unai,Perez
2251,Rafael,Gomez
2252,Santiago,Rodriguez
2253,Saúl,Fernandez
2254,Alberto,Abaigar
2255,Noah,Adei
2256,Aitor,Adur
2257,Joel,Adiran
2258,Nil,Aimar
2259,Jan,Aitor
2260,Pol,Andoni
2261,Raúl,Ander
2262,Matías,Antxon
2263,Martí,Amets
2264,Fernando,Aratz
2265,Andrés,Argi
2266,Rayan,Aritz
2267,Alonso,Asier
2268,Ismael,Balkoe
2269,Asier,Baltz
2270,Biel,Bazkoare
2271,Ander,Beltso
2272,Aleix,Bernat
2273,Axel,Beñat
2274,Alan,Bikendi
2275,Ignacio,Biktor
2276,Fabio,Bizen
2277,Neizan,Dabi
2278,Jon,Dari
2279,Teo,Damen
2280,Isaac,Diagur
2281,Arnau,Dunixi
2282,Luka,Eako
2283,Max,Eder
2284,Imran,Edorta
2285,Youssef,Edur
2286,Anas,Eki
2287,Elías,Ekaitz
2288,Juan,Eladi
2289,Maria,Elixi
2290,Luis,Eloi
2291,Ana,Emiri
2292,Hugo,Eneko
2293,Mateo,Endrike
2294,Martín,Eritz
2295,Lucas,Etor
2296,Leo,Euken
2297,Daniel,Ferran
2298,Alejandro,Frantzisko
2299,Manuel,Ganiz
2300,Pablo,Gari
2301,Álvaro,Gentzen
2302,Adrián,Gergori
2303,Enzo,Gilem
2304,Mario,Gizon
2305,Diego,Goiznabar
2306,David,Gontzal
2307,Oliver,Gorka
2308,Marcos,Grazian
2309,Thiago,Guren
2310,Marco,Haize
